Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
1.958448000000000,146,0xD2,0x7F,Write,ACK
1.958502000000000,147,0xD3,0x00,Read,NAK
1.958630500000000,148,0xD2,0x3B,Write,ACK
1.958684500000000,149,0xD3,0x08,Read,NAK
1.958801000000000,150,0xD2,0x06,Write,ACK
1.958827000000000,150,0xD2,0x01,Write,ACK
1.968451000000000,151,0xD2,0x06,Write,ACK
1.968505500000000,152,0xD3,0x01,Read,NAK
1.968624000000000,153,0xD2,0x7F,Write,ACK
1.968649500000000,153,0xD2,0x30,Write,ACK
1.978454500000000,154,0xD2,0x7F,Write,ACK
1.978508500000000,155,0xD3,0x30,Read,NAK
1.978625000000000,156,0xD2,0x03,Write,ACK
1.978650500000000,156,0xD2,0x8C,Write,ACK
1.988457500000000,157,0xD2,0x03,Write,ACK
1.988511500000000,158,0xD3,0x8C,Read,NAK
1.988628000000000,159,0xD2,0x04,Write,ACK
1.988653500000000,159,0xD2,0x11,Write,ACK
1.998461000000000,160,0xD2,0x04,Write,ACK
1.998515000000000,161,0xD3,0x11,Read,NAK
1.998631500000000,162,0xD2,0x05,Write,ACK
1.998657000000000,162,0xD2,0x88,Write,ACK
2.008464500000000,163,0xD2,0x05,Write,ACK
2.008518500000000,164,0xD3,0x88,Read,NAK
2.009453000000000,165,0xD2,0x7F,Write,ACK
2.009478500000000,165,0xD2,0x00,Write,ACK
2.019468000000000,166,0xD2,0x7F,Write,ACK
2.019522000000000,167,0xD3,0x00,Read,NAK
2.019650500000000,168,0xD2,0x3B,Write,ACK
2.019704500000000,169,0xD3,0xB7,Read,ACK
2.019730000000000,169,0xD3,0x00,Read,ACK
2.019755500000000,169,0xD3,0x9F,Read,ACK
2.019781500000000,169,0xD3,0xFE,Read,ACK
2.019807000000000,169,0xD3,0x5B,Read,ACK
2.019832500000000,169,0xD3,0xFF,Read,ACK
2.019858000000000,169,0xD3,0x00,Read,ACK
2.019883500000000,169,0xD3,0x10,Read,NAK
2.020077000000000,170,0xD2,0x2D,Write,ACK
2.020131000000000,171,0xD3,0xFE,Read,ACK
2.020156500000000,171,0xD3,0x68,Read,ACK
2.020182000000000,171,0xD3,0xF8,Read,ACK
2.020207500000000,171,0xD3,0x46,Read,ACK
2.020233500000000,171,0xD3,0xFF,Read,ACK
2.020259000000000,171,0xD3,0xCC,Read,ACK
2.020284500000000,171,0xD3,0x00,Read,ACK
2.020310000000000,171,0xD3,0x5D,Read,ACK
2.020335500000000,171,0xD3,0x00,Read,ACK
2.020361500000000,171,0xD3,0x93,Read,ACK
2.020387000000000,171,0xD3,0xFF,Read,ACK
2.020412500000000,171,0xD3,0xE2,Read,ACK
2.020438000000000,171,0xD3,0x0E,Read,ACK
2.020464000000000,171,0xD3,0x70,Read,ACK
2.020489500000000,171,0xD3,0xB7,Read,ACK
2.020515000000000,171,0xD3,0x00,Read,ACK
2.020540500000000,171,0xD3,0x9F,Read,ACK
2.020566000000000,171,0xD3,0xFE,Read,ACK
2.020592000000000,171,0xD3,0x5B,Read,ACK
2.020617500000000,171,0xD3,0xFF,Read,NAK
2.121502000000000,172,0xD2,0x2D,Write,ACK
2.121556000000000,173,0xD3,0xFE,Read,ACK
2.121581500000000,173,0xD3,0x45,Read,ACK
2.121607500000000,173,0xD3,0xF8,Read,ACK
2.121633000000000,173,0xD3,0xD9,Read,ACK
2.121658500000000,173,0xD3,0xFF,Read,ACK
2.121684000000000,173,0xD3,0x7F,Read,ACK
2.121709500000000,173,0xD3,0xFF,Read,ACK
2.121735500000000,173,0xD3,0xE9,Read,ACK
2.121761000000000,173,0xD3,0xFF,Read,ACK
2.121786500000000,173,0xD3,0xC9,Read,ACK
2.121812000000000,173,0xD3,0xFF,Read,ACK
2.121837500000000,173,0xD3,0xFC,Read,ACK
2.121863500000000,173,0xD3,0x0E,Read,ACK
2.121889000000000,173,0xD3,0x40,Read,ACK
2.121914500000000,173,0xD3,0xAD,Read,ACK
2.121940000000000,173,0xD3,0x00,Read,ACK
2.121965500000000,173,0xD3,0x9A,Read,ACK
2.121991500000000,173,0xD3,0xFE,Read,ACK
2.122017000000000,173,0xD3,0x62,Read,ACK
2.122042500000000,173,0xD3,0xFF,Read,NAK
2.222535000000000,174,0xD2,0x2D,Write,ACK
2.222589000000000,175,0xD3,0xFE,Read,ACK
2.222614500000000,175,0xD3,0x5D,Read,ACK
2.222640500000000,175,0xD3,0xF7,Read,ACK
2.222666000000000,175,0xD3,0xE6,Read,ACK
2.222691500000000,175,0xD3,0xFF,Read,ACK
2.222717000000000,175,0xD3,0x61,Read,ACK
2.222742500000000,175,0xD3,0x00,Read,ACK
2.222768500000000,175,0xD3,0x38,Read,ACK
2.222794000000000,175,0xD3,0xFF,Read,ACK
2.222819500000000,175,0xD3,0x53,Read,ACK
2.222845000000000,175,0xD3,0xFF,Read,ACK
2.222870500000000,175,0xD3,0xF6,Read,ACK
2.222896500000000,175,0xD3,0x0E,Read,ACK
2.222922000000000,175,0xD3,0x40,Read,ACK
2.222947500000000,175,0xD3,0xAE,Read,ACK
2.222973000000000,175,0xD3,0x00,Read,ACK
2.222998500000000,175,0xD3,0x94,Read,ACK
2.223024500000000,175,0xD3,0xFE,Read,ACK
2.223050000000000,175,0xD3,0x6B,Read,ACK
2.223075500000000,175,0xD3,0xFF,Read,NAK
2.323568000000000,176,0xD2,0x2D,Write,ACK
2.323622000000000,177,0xD3,0xFE,Read,ACK
2.323648000000000,177,0xD3,0x1F,Read,ACK
2.323673500000000,177,0xD3,0xF8,Read,ACK
2.323699000000000,177,0xD3,0x69,Read,ACK
2.323724500000000,177,0xD3,0x00,Read,ACK
2.323750000000000,177,0xD3,0x23,Read,ACK
2.323776000000000,177,0xD3,0x00,Read,ACK
2.323801500000000,177,0xD3,0x37,Read,ACK
2.323827000000000,177,0xD3,0x00,Read,ACK
2.323852500000000,177,0xD3,0x2B,Read,ACK
2.323878000000000,177,0xD3,0x00,Read,ACK
2.323904000000000,177,0xD3,0x1C,Read,ACK
2.323929500000000,177,0xD3,0x0E,Read,ACK
2.323955000000000,177,0xD3,0x20,Read,ACK
2.323980500000000,177,0xD3,0xB2,Read,ACK
2.324006500000000,177,0xD3,0x00,Read,ACK
2.324032000000000,177,0xD3,0xA7,Read,ACK
2.324057500000000,177,0xD3,0xFE,Read,ACK
2.324083000000000,177,0xD3,0x76,Read,ACK
2.324108500000000,177,0xD3,0xFF,Read,NAK
2.424601000000000,178,0xD2,0x2D,Write,ACK
2.424655500000000,179,0xD3,0xFE,Read,ACK
2.424681000000000,179,0xD3,0x52,Read,ACK
2.424706500000000,179,0xD3,0xF7,Read,ACK
2.424732000000000,179,0xD3,0xD2,Read,ACK
2.424757500000000,179,0xD3,0xFF,Read,ACK
2.424783500000000,179,0xD3,0x79,Read,ACK
2.424809000000000,179,0xD3,0x00,Read,ACK
2.424834500000000,179,0xD3,0x93,Read,ACK
2.424860000000000,179,0xD3,0x00,Read,ACK
2.424885500000000,179,0xD3,0x1A,Read,ACK
2.424911500000000,179,0xD3,0x00,Read,ACK
2.424937000000000,179,0xD3,0x2C,Read,ACK
2.424962500000000,179,0xD3,0x0E,Read,ACK
2.424988000000000,179,0xD3,0x10,Read,ACK
2.425013500000000,179,0xD3,0xA9,Read,ACK
2.425039500000000,179,0xD3,0x00,Read,ACK
2.425065000000000,179,0xD3,0x9E,Read,ACK
2.425090500000000,179,0xD3,0xFE,Read,ACK
2.425116000000000,179,0xD3,0x6E,Read,ACK
2.425142000000000,179,0xD3,0xFF,Read,NAK
2.525634500000000,180,0xD2,0x2D,Write,ACK
2.525688500000000,181,0xD3,0xFE,Read,ACK
2.525714000000000,181,0xD3,0x2A,Read,ACK
2.525739500000000,181,0xD3,0xF8,Read,ACK
2.525765000000000,181,0xD3,0x13,Read,ACK
2.525791000000000,181,0xD3,0xFF,Read,ACK
2.525816500000000,181,0xD3,0xF2,Read,ACK
2.525842000000000,181,0xD3,0x00,Read,ACK
2.525867500000000,181,0xD3,0x60,Read,ACK
2.525893500000000,181,0xD3,0x00,Read,ACK
2.525919000000000,181,0xD3,0x31,Read,ACK
2.525944500000000,181,0xD3,0x00,Read,ACK
2.525970000000000,181,0xD3,0x18,Read,ACK
2.525995500000000,181,0xD3,0x0E,Read,ACK
2.526021500000000,181,0xD3,0x50,Read,ACK
2.526047000000000,181,0xD3,0xA5,Read,ACK
2.526072500000000,181,0xD3,0x00,Read,ACK
2.526098000000000,181,0xD3,0x9F,Read,ACK
2.526124000000000,181,0xD3,0xFE,Read,ACK
2.526149500000000,181,0xD3,0x67,Read,ACK
2.526175000000000,181,0xD3,0xFF,Read,NAK
2.626667500000000,182,0xD2,0x2D,Write,ACK
2.626721500000000,183,0xD3,0xFE,Read,ACK
2.626747000000000,183,0xD3,0x40,Read,ACK
2.626772500000000,183,0xD3,0xF8,Read,ACK
2.626798000000000,183,0xD3,0x2F,Read,ACK
2.626824000000000,183,0xD3,0xFF,Read,ACK
2.626849500000000,183,0xD3,0xE5,Read,ACK
2.626875000000000,183,0xD3,0x00,Read,ACK
2.626900500000000,183,0xD3,0x26,Read,ACK
2.626926000000000,183,0xD3,0x00,Read,ACK
2.626952000000000,183,0xD3,0x1F,Read,ACK
2.626977500000000,183,0xD3,0xFF,Read,ACK
2.627003000000000,183,0xD3,0xF0,Read,ACK
2.627028500000000,183,0xD3,0x0E,Read,ACK
2.627054000000000,183,0xD3,0x40,Read,ACK
2.627080000000000,183,0xD3,0xAF,Read,ACK
2.627105500000000,183,0xD3,0x00,Read,ACK
2.627131000000000,183,0xD3,0x9A,Read,ACK
2.627156500000000,183,0xD3,0xFE,Read,ACK
2.627182500000000,183,0xD3,0x6C,Read,ACK
